0	19.000000
1	10.666667
2	-17.533333
3	2.400000
4	2.400000
5	26.266667
6	1.400000
7	-0.066667
8	11.533333
9	0.000000
10	10.066667
11	1.600000
12	12.133333
13	1.733333
14	21.533333
15	4.066667
16	4.066667
17	12.200000
18	1.733333
19	8.066667
20	8.066667
21	4.400000
22	4.866667
23	4.866667
24	5.733333
25	20.066667
26	12.266667
27	1.733333
28	4.266667
29	5.400000
30	13.266667
31	2.133333
32	17.600000
33	3.600000
34	13.466667
35	5.933333
36	5.933333
37	6.866667
38	10.533333
39	1.266667
40	1.266667
41	11.733333
42	-2.400000
43	14.533333
44	5.133333
45	6.866667
46	5.000000
47	1.000000
48	3.800000
49	0.000000
50	0.866667
51	6.133333
52	0.000000
53	1.000000
54	12.266667
55	2.466667
56	0.666667
57	8.733333
58	0.266667
59	10.800000
60	1.266667
61	25.400000
62	7.733333
63	0.466667
64	9.200000
65	12.400000
66	1.600000
67	7.200000
68	7.533333
69	5.200000
70	13.400000
71	6.000000
72	-4.800000
73	5.666667
74	13.000000
75	2.133333
76	3.600000
77	1.933333
78	7.933333
79	2.200000
80	23.066667
81	9.933333
82	12.600000
83	2.800000
84	7.600000
85	0.000000
86	14.066667
87	3.133333
88	-1.866667
89	-2.800000
90	6.000000
91	0.000000
92	0.866667
93	9.133333
94	12.466667
95	6.400000
96	21.666667
97	4.000000
98	11.666667
99	1.333333
100	2.133333
101	3.200000
102	3.866667
103	13.133333
104	8.733333
105	3.666667
106	5.400000
107	-2.533333
108	2.933333
109	-0.133333
110	23.000000
111	11.666667
112	1.600000
113	1.266667
114	19.266667
115	4.933333
116	1.600000
117	5.200000
118	0.000000
119	-4.866667
120	5.800000
121	7.266667
122	6.200000
123	9.733333
124	0.000000
125	3.333333
126	5.733333
127	0.266667
128	0.000000
129	0.000000
130	0.000000
131	-1.933333
132	2.600000
133	8.266667
134	0.000000
135	0.200000
136	2.533333
137	-0.800000
138	-15.800000
139	8.533333
140	2.933333
141	11.600000
142	0.800000
143	8.066667
144	14.133333
145	4.533333
146	3.866667
147	0.866667
148	6.133333
149	9.666667
150	15.800000
151	20.333333
152	3.733333
153	-1.933333
154	-6.866667
155	2.133333
156	12.866667
157	22.666667
158	-2.533333
159	3.133333
160	11.133333
161	14.000000
162	2.800000
163	0.000000
164	7.933333
165	-5.666667
166	1.000000
167	0.933333
168	0.000000
169	9.133333
170	2.933333
171	4.800000
172	0.000000
173	6.200000
174	0.600000
175	3.466667
176	7.400000
177	1.600000
178	0.933333
179	22.133333
180	5.266667
181	11.666667
182	9.800000
183	1.400000
184	6.266667
185	0.666667
186	1.466667
187	0.000000
188	3.133333
189	19.133333
190	13.333333
191	12.066667
192	11.066667
193	3.866667
194	0.933333
195	12.600000
196	1.066667
197	2.666667
198	0.000000
199	0.000000
200	7.000000
201	2.933333
202	1.866667
203	0.000000
204	7.800000
205	4.000000
206	2.400000
207	7.266667
208	15.933333
209	15.600000
210	0.533333
211	-4.733333
212	0.000000
213	10.666667
214	0.066667
215	0.000000
216	17.000000
217	-1.333333
218	11.733333
219	19.600000
220	4.800000
221	2.533333
222	0.000000
223	1.200000
224	5.066667
225	0.000000
226	-1.733333
227	0.000000
228	6.066667
229	1.666667
230	20.400000
231	6.600000
232	-2.133333
233	-1.800000
234	2.666667
235	21.666667
236	-0.733333
237	5.866667
238	5.066667
239	30.066667
240	-1.600000
241	11.666667
242	1.466667
243	17.000000
244	-1.066667
245	15.866667
246	14.200000
247	11.600000
248	24.866667
249	2.400000
250	0.000000
251	0.000000
252	0.000000
253	-2.333333
254	1.600000
255	2.000000
256	2.133333
257	8.866667
258	0.000000
259	2.600000
260	12.733333
261	12.600000
262	-4.600000
263	15.466667
264	5.266667
265	1.066667
266	8.466667
267	0.000000
268	16.600000
269	0.000000
270	1.266667
271	-2.533333
272	0.666667
273	0.000000
274	1.200000
275	4.666667
276	-5.466667
277	1.400000
278	6.533333
279	16.733333
280	4.800000
281	17.000000
282	2.200000
283	4.200000
284	2.200000
285	4.266667
286	0.400000
287	13.200000
288	1.000000
289	2.000000
290	-0.066667
291	0.000000
292	0.000000
293	0.000000
294	6.000000
295	0.600000
296	6.333333
297	0.000000
298	0.000000
299	0.000000
300	0.000000
301	2.266667
302	-3.866667
303	6.666667
304	1.066667
305	1.000000
306	5.800000
307	7.200000
308	2.466667
309	5.733333
310	4.600000
311	0.000000
312	4.466667
313	2.266667
314	7.800000
315	0.066667
316	-0.533333
317	0.000000
318	1.066667
319	1.866667
320	0.733333
321	1.066667
322	0.000000
323	1.000000
324	0.733333
325	2.133333
326	0.933333
327	0.000000
328	6.000000
329	0.000000
330	8.400000
331	1.000000
332	0.000000
333	0.000000
334	8.666667
335	0.000000
336	0.000000
337	-4.400000
338	6.466667
339	0.000000
340	-0.400000
341	1.333333
342	2.266667
343	5.266667
344	1.933333
345	0.000000
346	0.000000
347	1.866667
348	-3.133333
349	5.200000
350	2.000000
351	1.466667
352	0.000000
353	0.000000
354	-4.066667
355	0.000000
356	3.466667
357	-4.866667
358	-0.666667
359	2.600000
360	8.866667
361	13.733333
362	7.866667
363	1.466667
364	1.000000
365	2.600000
366	10.266667
367	10.400000
368	0.000000
369	3.466667
370	1.000000
371	2.666667
372	5.400000
373	11.200000
374	3.466667
375	14.200000
376	-2.600000
377	3.266667
378	-1.533333
379	0.000000
380	0.000000
381	5.266667
382	1.866667
383	1.533333
384	0.533333
385	0.133333
386	4.466667
387	2.000000
388	13.333333
389	0.000000
390	0.000000
391	2.466667
392	0.000000
393	25.733333
394	8.666667
395	0.000000
396	1.000000
397	7.866667
398	11.000000
399	10.000000
400	-0.933333
401	6.133333
402	19.066667
403	9.666667
404	-2.133333
405	-2.133333
406	-1.666667
407	2.866667
408	1.600000
409	12.666667
410	5.800000
411	3.200000
412	0.400000
413	1.466667
414	3.933333
415	11.333333
416	9.000000
417	-5.866667
418	11.266667
419	1.533333
420	14.133333
421	0.000000
422	0.000000
423	16.200000
424	5.333333
425	0.000000
426	0.000000
427	0.000000
428	7.000000
429	0.000000
430	5.600000
431	3.933333
432	5.133333
433	11.733333
434	2.266667
435	7.800000
436	2.733333
437	9.400000
438	1.933333
439	3.200000
440	0.066667
441	1.066667
442	22.733333
443	-0.200000
444	0.466667
445	0.666667
446	1.733333
447	24.000000
448	19.733333
449	6.466667
450	0.733333
451	1.800000
452	7.666667
453	2.666667
454	6.066667
455	10.933333
456	0.000000
457	0.666667
458	1.266667
459	6.200000
460	21.866667
461	0.000000
462	23.200000
463	5.066667
464	16.533333
465	12.266667
466	9.000000
467	0.933333
468	2.733333
469	5.666667
470	7.200000
471	0.000000
472	0.000000
473	3.466667
474	0.400000
475	0.000000
476	0.866667
477	-4.866667
478	-8.000000
479	1.000000
480	3.866667
481	5.133333
482	5.600000
483	3.266667
484	3.133333
485	-5.800000
486	2.733333
487	-0.133333
488	6.666667
489	1.266667
490	-4.466667
491	5.533333
492	1.466667
493	0.800000
494	2.200000
495	7.200000
496	0.000000
497	1.000000
498	0.000000
499	1.800000
500	2.333333
501	0.000000
502	4.333333
503	3.400000
504	2.133333
505	8.466667
506	10.866667
507	11.200000
508	4.066667
509	-0.800000
510	13.666667
511	4.666667
512	0.133333
513	0.000000
514	0.866667
515	0.000000
516	1.866667
517	10.400000
